prod_name,rating,user_review
Boon Oude Geuze Mariage Parfait,3.95,"375ml bottle into a tulip. 2012 vintage.

Looking very nice in the glass. Orange/amber body, good carbonation streams early on. Loose bubbly white head lasts about halfway through, a few specks of lacing.

Aroma is, to be honest, non too pleasant. Funk falls into body odor.

However, this does not affect the taste, which is quite delightful. Sour and tart, on the dry side, a nice non citrus fruit presence. A spice hit, and a little funk. A dry bitterness towards the end.

Mouth pretty close to full, finish a dry bittersweet fruit.

Overall, aside from the smell, a pretty good beer. Would certainly have again."
Boon Oude Geuze Mariage Parfait,4.46,"Brouwerij Boon ""Geuze Marriage Parfait""
375 ml green glass bottle, corked and caged, ""2013"", ""Best before 08/06/2036 Batch#72504""
$9.75 @ The Beer Yard, Wayne, PA

Notes via stream of consciousness: This beer is aged for a minimum of three years before bottling so that means it's at least 12 years old, and in the bottle for 9. Normally I wouldn't bother with a beer that old but geuze is a different beast. I'll imagine that it's probably a bit softer than it would be fresh though. The cork came out with a soft pop, and a careful pour delivered a slightly hazy orange colored body beneath a very short head of white that immediately fell leaving behind just a thin collar. The limited head retention is of course expected. It smells of fallen apples, pear, and distant orange. There's the usual funkiness as well with wet straw, old dried wood, soft leather, some mineral, a touch of mustiness, and just the lightest suggestion of horse blanket. The flavor is tart but not puckering. It's not as fruity as the aroma suggests, and it's oaky, mineralish, musty, grassy, leathery, earthy, and ever so slightly metallic. There's some malt to it but it's not really sweet; you can tell that it's balancing the acidity though. It's quite balanced for a geuze. The finish is of course dry and acidic, and it lingers shortly on the tongue. It's light-medium in body with a very delicate carbonation that lends a delicate caress to the tounge. I'm guessing that it's lost some carbonation over the years but I'm still happy with it. I'll be sure to seek out a fresher bottle next time. All in all I'm quite impressed. It's very nicely rounded with a lot of different components, and none of them stand out above the others.
Review #7,858"
Boon Oude Geuze Mariage Parfait,3.14,"2007 and drinking in 2022
Look - Orangish hazy syrup, not bad looking for being 15 years old
Smell - acidic citrus grain
Taste - grainy slight citrus acidic
Feel - pretty flat with a lighter body
Overall - not much a fan, might be because of the again"
Boon Oude Geuze Mariage Parfait,4.49,"First off, I got this bottle for $10 at a place by me and the bottle is 4 years old. What a freaking steal!

Pours an orangeish hue that's more golden in the light with off white head. Lots of bell pepper on the nose. Mild funk in the washed rind cheese realm. It's got your typical lambic flavor profile, lots of pepper and cheese character with a touch of sweet fresh orange juice on the finish. Acidity is restrained. The minerality is balanced. This is lovely."
Boon Oude Geuze Mariage Parfait,4.35,"had the 2015 vintage today at the porterhouse nassau street, another wonderful gueuze, an enchanting drink, a tonne of complex funky flavours balanced against lovely sweet fruit flavours, apple, pear, orange, peach, some vanilla, earthy, wood, black pepper, leather, quite sour, light to medium bodied, high carbonation, some alcohol warming, super smooth and drinkable, just so nice to drink, i love a good gueuze, this is good gueuze."
Boon Oude Geuze Mariage Parfait,4.21,"Here we go: the ball is on the 45 yard line, we are down by two and Raul is Loni g up for the kick with Mariage Parfait on his back. Here’s the snap… Waboom! Right down the middle! Raul wins the game! Let’s go!!!!! Yeah"
Boon Oude Geuze Mariage Parfait,4.05,"375 ml corked & caged green bottle, vintage 2012, Cardinal Pub & Bar, Stavanger. ABV is 8,0%. Hazy brownish golden colour, moderate white head. Very nice aroma of brettanomyces / farmhouse, lemons and crushed gooseberries. Sour, dry, tart and astringent flavour, notes of brett, lemons and gooseberries. Good stuff."
Boon Oude Geuze Mariage Parfait,4.29,"2016 vintage, enjoyed on 10/15/2020."
Boon Oude Geuze Mariage Parfait,4.6,"2012 vintage - Batch # :53503

Pours hazy amber orange with a frothy off-white foam head. Funky barnyard aroma, horse blanket, toasty hay, straw, woody spice, oak barrel, wine, cider, slight vinegar, caramelized grainy wheaty malts, lemon, tart apricot, mild vanilla, toffee, with dusty earthy herbal floral hops. Tastes tart and funky with barnyard notes, horse blanket, toasty hay, straw, woody spice, cider, slight vinegar, dry wine, oak barrel, some caramelized bready wheaty grainy malts, lemon pith, apricot, spice, hint of vanilla, toffee, and dusty earthy herbal floral hops. Feels medium bodied, creamy smooth with moderate carbonation. Overall a real nice oude geuze lambic."
Boon Oude Geuze Mariage Parfait,4.35,"375ml corked and cages bottle - 2013 vintage - poured into a long stemmed tulip at 50°F. Good pop. Slow pour - no sediment, no gush.

Pours a beautiful crystal clear fiery orange - glowing with almost amber hues, topped with a finger of loose, off-white head, that very quickly recedes to a foamy collar. Slow, lazy, but plentiful effervescence continuously rises to the surface. Very pretty.

Nose: Ahh, oak. So much oak. Wet oak. Wet funky oak. Very traditionally oaky. In addition to the absurd amount of oak, there's tons of funk - barnyard, horseblanket, wet leaves, hay, grass, earth, etc.. There is a whole bouquet of bright, fresh notes as well, namely Apple, but also pear, spring flowers, fresh rain, berry stems and seeds, white grape, and of course lemon, which also lends a definef tartness, which is really not all that acetic or vinegary. There's also tons of leather, dusty attic, old library, and stone. Beautiful.

Palate: Right from the start, there is a grainy malt sweetness that is actually fairly surprising. I'm sure the higher ABV (8%) is responsible for that. There's tartness that quickly follows, but it really isn't a sour beer. Perhaps 7 years in the cellar has mellowed this out. So we open with some slightly sweet, musty, dusty grain and malt, alongside a very restrained tartness - mostly brett, but lactic as well. The brett influence is HUGE, and every possibly bretty note is in here. A bit sweaty, tons of overripe stone fruit - namely peach and apricot that's borderline moldy. Huge vinous quality, with both red and white wine notes. Tons of bright apple, pear, and plum too. The oak is front and center, going hand-in-hand with the funk, lending a bit wet woody note. Plenty if lactic minerality as well, which could be seen as a touch of salinity. The sweetness lends a bit of a funky honey note as well, right before the finish which brings some vanilla notes from the wood. In the finish, the sweetness subsidies, and that oak really ramps up and lends a nice splinter dryness. This accentuates the vinous character, and it finishes not too dissimilar to an old wine. Given the surprisingly amount of dark fruit and berry notes in here, it almost leans towards a red wine.

Mouthfeel/Body: Obviously, an ale of this nature is going to lean on the lighter-bodied side. Given the higher ABV, and the touch of sweetness that it lends, it really bumps that closer to medium-light in body. The effervescence, while not champagne-level lively, is definitely champagne-level fine, and shares the mouthfeel of an ever-so-slightly lazier champagne. Drying from the oak.

Overall: This is a nice gueuze. Now, are there better examples of the style? Certainly! I've yet to open any of my Cantillon bottles, but I'm sure this isn't in the same league as them, or Drie Fonteinen. I think the one thing really holding this back is the sweetness. If this were a bit drier, I think that would help open it up a little. Now, it's still fantastic, and it delivers more than any typical wild ale you'll encpunter. It's funky, it's colourful, it's balanced, and it's insanely oaky and rather mature. I think this is a brilliant gateway gueuze, and for the price and accessibility, how can you turn it down? Under $10 for a mature, cellared, authentic Oude Gueuze? Come on, that's where it's at! If your'e AN INSECT JUST LANDED IN MY GUEUZE... okay, little bugger out. It'll just add to the funk, right? Right. If you like sour ales, just try it. It isn't so funky that it'll put you off, but it's just funky enough to appreciate."
Boon Oude Geuze Mariage Parfait,3.98,"2013 Vintage.
Very clean orange appearance, at first. One finger of white foam, quite evanescent.
In the smell leather, some metallic notes, fruiiness, ripe peach, goose berry. Astringency.
In the taste a very clean sourness, some dusty cellar. Well managed sourness.
Light salty note, again leather, horse blanket.
Light astringency, lemon.
Very drinkable."
Boon Oude Geuze Mariage Parfait,4.13,"2014 vintage, batch 80306, Best before 12/04/2037. 12.7oz bottle (purchased at Garden Path Fermentation) poured into 14oz teku. Poured a lovely dark orange color with over an inch of white head that had very good retention and no lacing.

Strong funk in the nose, with some base grains showing through. And very soft floral hop notes.

Pretty similar on the tongue, with a very slight orange taste at the back.

The body was light, crisp, and smooth, with tartly dry finish.

Drinkability was very good, especially if you like the funk.

Overall, excellent brew. Might try to find older vintages, or age a couple on my own."
Boon Oude Geuze Mariage Parfait,3.96,"375ml bottle poured into tulip. This one is from 2015.

Pours a hazy orange with two fingers of off-white head that leaves a bit of splotchy lace as it quickly recedes.

Smells of sour white grapes, underripe apple, lemon juice, leather jacket, barnyard funk, barrel wood and white wine vinegar.

Tastes of more sharp vinegar, juicy green apples, unsugared lemon slices, more earthy barnyard funkiness, oak staves and some soft vanilla.

Feels light and soft. Medium bodied with frothy carbonation. FInishes dry

Verdict: Recommended. Goes a little hard on the sourness, but still pretty damn tasty."
Imperial Stout,4.33,"2015 Bottle poured into a Founders Brewing Co snifter

A: Pours basically black with a frothy cocoa brown head that settles to a light layer and leaves a little nice lacing.

S: Roasty, earthy, a little char, dark chocolate, coffee, molasses, burnt sugar, slight umami notes, and faint hints of dark fruit.

T: Roasted malt, dark chocolate, black coffee, a little char, earthy, molasses a touch of toffee, and faint dark fruit on the finish.

M: Full body, mild carbonation, creamy smooth.

O: Somehow I think this one went straight from the store to my cellar and has been there ever since, so it's about time I crack into it!
Total time capsule back to before every imperial stout was loaded up with adjuncts and it's aged beautifully. Another example of why Founders is quite possibly the best at brewing dark beers."
Imperial Stout,4.69,"12 oz bottle, born on 11/5/19, poured into a snifter at 55 degrees F:
L - dark mahogany with a hazelnut head that lingered around the edges
S - roasted malt, molasses, bitter chocolate, coffee
T - follows the nose very well
F - thick mouthfeel with minimal carbonation
O - this beer lives up to the founders standard; it is supposed to age well and just under 2.5 years in it is still sensational"
Imperial Stout,4.43,"Single 12 ounce bottle from Founders in Grand Rapids Nov 2019 when travel was still a thing.
Pours pitch black with finger of creamy mildly reddish brown head.
Aroma of dark fruits, caramel, mildly roasty with notes of chocolate and just a hint of coffee.
Taste is rich with plummy note, chocolate; a brief wave of smoke drifts across the palate, caramel malt and a touch of espresso bitterness balancing the sweetness.
Rich and smooth full creamy mouthfeel with a hint of boozy heat - wonderfully bittersweet. Wish more had followed me home."
Imperial Stout,4.23,"Look: Poured from 12 oz bottle into a snifter. Midnight black with a creamy burnt amber head. Wonderful looking beer.

Smell: Roasted coffee beans, malts, caramel, dark chocolate.

Taste: Chocolate, cacao, malts, coffee. Also getting some dried fruits - possibly cranberry or cherry.

Feel: Creamy thick mouthfeel, this thing just rips as it goes down. Has a dark feel to it (literally and figuratively), great for sipping with a book. Gets better as it warms.

Overall: One of the best Russian Imperial Stouts you can find pretty widely available, highly recommend. If dark evil beers are your thing, pick this up."
Imperial Stout,4.16,"12oz bottle. This thing has been aged in the mini-fridge for 5+ years (!) and now is the time to crack this sucker (review from notes)

5 years and it still has a decent amount of carbonation and a nice little ring of foam. It was meant to age, this is telling me. Smells like coffee, alcohol, chocolate, and hops. Prominent alcohol flavor, even at chilled temps and with the age on it. This was a bad boy back in the day, I bet. Tons of cocoa powder and a honey malt backing that compliments and stands up to the choco malt and alcohol flavors that come close to dominating

This is impressive, to be this awesome after 5 years. In my mind this was developed specifically to age, and I wouldn't be surprised if that wasn't literally true"
Imperial Stout,4.4,"355 ml bottle, from the Norwegian importer. ABV is 10.5%, 90 IBU. Pitch black colour, impressive brown head. Roasty aroma, roast malts, strong coffee, dark chocolate, liquorice, tar, wood and a hint of smoke. Rich mouthfeel. Medium sweet and rich flavour, roast malts, liquorice and strong coffee galore, bitter hops in the finish. High ""Wow!"" factor."
Imperial Stout,4.68,"11-2019 vintage

Let it warm to at least 55F to really enjoy and it cellared nicely - 1yr 4mos (going to revisit at 2 yrs). Very viscous, creamy mouthfeel was what I noticed first, then a rush of roasted dark malts, dark chocolate and coffee took over. A mild bitterness is mixed in and keeps it from being too sweet. Wonderful finish and aftertaste that holds on. This one handles cellaring very nicely."
Imperial Stout,4.48,"Bottle received from @whyteboar in Bif12.5

Poured into a snifter , pitch black 10w40 motor oil that has been ridden hard and put away wet. Capped by a dense creamy one finger brown foamy layer, good retention, good lacings, settles to a ring with islands

Aroma of roast malts, roasted coffee, dark chocolate

Roasted malts, char

Good sudsing, Very smooth, slight acrid char finish on the back of the tongue

Good stout, thanks @whyteboar"
Imperial Stout,4.19,"Look: black

Smell: boozy plums, grapes

Taste: dark and sweet

Feel: syrup. Where it shines.

Overall: I remember this being way too hot but I now actually prefer it to the breakfast stout"
Imperial Stout,4.18,"Classic and iconic Russian Imperial Stout. Pours black with a thin mocha head. The aroma is malt and booze. The taste is dominated by a powerful roasted maltiness with undertones of dark fruit and hops, and a hint of chocolate. Quite aggressive and dry. Savory and not sweet. A bit too much booziness and alcohol warming. Full mouthfeel.

One drawback is the price. If it were less expensive and more widely available I would have it all the time."
Imperial Stout,4.53,"One of the benchmark RIS that I can reliably calibrate my palate with or just enjoy on its own merit.
Consistently good and balanced with the malts dominating and the hops support the depth of flavor. Really good stuff!"
Imperial Stout,4.14,"Bottled 11/6/19 and poured into a tulip. Very dark with a faint redish hue around the edges as it poured. One finger of tan colored head that left behind some nice lacing. Aroma didn't waft out of the glass, but once I get close to get a whiff, it's a really nice maltly smell with distinct chocolate notes. Taste is roasty malts, chocolate and coffee. Medium bodied, and actually a hair thinner than I was expecting based on the ABV. Good beer."
Imperial Stout,4.3,"Bottle from cask n flask San Jose.
~1yr old.
L: black with mocha head.
S: molasses, licorice, caramel, roasty.
T: roasted malt dominates, notes of chocolate, coffee, licorice, caramel. Burnt bitter finish.
F: perfect to style.
Overall: unsurprisingly a great stout from Founders."
Imperial Stout,4.47,"Pours jet black with a one-inch ruddy brown head, nice lacing left throughout. At first, nose is brownie batter, freshly ground coffee, cinnamon. Taste begins up front rather bitter - dark chocolate, cocoa, chocolate covered coffee beans, with a strongly bitter, warming finish. As it warms, the alcohol gets more pronounced on the finish (obviously), but never becomes overwhelming. The bitterness recedes just a touch as well, with a bit more malty/chocolatey sweetness emerging. Mouthfeel is moderately thick, but there is noticeable carbonation. Really pleased to get a bottle (for whatever reason, I never see this around me)."
Imperial Stout,4.63,"I got a bottle of this beer off the single shelf from a beer store in LaCrosse, WI. It poured an opaque dark with tan head that is leaving some lace. The scent had a mix of vanilla, molasses, cocoa and roast. The taste was nicely balanced and easy to sip with molasses, cocoa and hints of cinnamon flare. The mouthfeel was fuller in body with smooth carbonation. Overall it is an excellent beer."
Imperial Stout,4.61,"Pours black with a 2 inch thick, foamy head. Heavy lacing to the end.

Aroma of chocolate, molasses, coffee.

Taste is coffee, molasses, cocoa, oak. A bit astringent.

Full bodied, thick and syrupy. Light carbonation. Dry finish.

Another winner from Founders."
Imperial Stout,4.37,"Just a fantastic RIS I love to return to. Dark and malty, chocolate, coffee... it’s all there on the nose and on the tongue. The 75 IBU rating must be a mistake. So smooth but not too sweet.
World class indeed."
Pliny The Younger,5,"Extremely dry and extremely worth it. Outstanding in its own way, just like how Heady Topper is unique in it's own way."
Pliny The Younger,4.61,"Pours a slight dark gold with a light frost to the transparency. Head is a couple fingers of plush white foam.

Aroma is a pleasant quick hit of tropical fruits, citrus, and mild resin and grass. It melds together sugary hop notes seamlessly with sticky hops for a dramatic, dynamic, quick-hitting aroma. Light bready malts adorn the back of the aroma profile, but are faint in comparison to the hops. Hops are never loud, instead, they land at a mild volume of ""six"" on a scale of 1-10, ten being the highest. Instead of using volume, hops are overlapped to create complexity.

Flavor profile is light tropical fruits and citrus at the onset, sharing the spotlight with resiny, grassy, piney, and mild herbal and floral hops, before dipping back into tropical fruits at the finish. Pine notes build in intensity as the beer warms, but it refrains from crossing into overly sticky or heavy. It's never overtly sweet, nor does it carry a bitter bite at the end, as do some west coast IPAs. Instead, the end is marked by a light dryness that marks an end to hops. That dryness is accompanied by bready malts.

Mouth feel is medium-thick with a consistent, crisp texture driven by a mild effervescence. It's just thick enough to drink more like an experience, and less like a parking lot, tailgating IPA - though I would never turn down a pour / bottle of this in the latter situation.

Overall, this beer embodies wonderful balance, along with thoughtful nuance, to create a dreamy smooth IPA. Hops are pleasant, plump, and forward, without carrying the pedal-to-the-metal force of some other IPAs. This one is marked and adorned by simplicity and nuance.

Served in a 15.5oz Spiegelau tulip from a 500mL bottle."
Pliny The Younger,3,"On draft on March 25th and bottle today. In the past four trips up over a decade, Pliny would always have an unmistakable distinguished character to it. It was the Cadillac of Russian River. This time I called the server over. ""Are you sure this is it? Not Happy Hops or something else?"". Nope. This was Younger. More acidic and lacking the smooth richness and piney, sticky aftertaste, and gone was the once amazing nose of sap and sweet burnt sugar. With three to try on this visit, I had just one pour, and was, like my friend, stumped and disappointed. The vibe of visiting Windsor was pleasant, I took a self guided tour, the wait in the spring sunshine a mere three and a half hours, and the food there scrumptious. My friend and I shared a bottle of Refraction, a collab with Brooklyn Brewery, and that seemed to have more to offer. Still, I purchased two bottles of PtY to go to give it another shot at home. Pouring it now in a four ounce glass akin to what they served it in at Santa Rosa, I have the same vibes from it. I got a four pack of R&D #4 from the gift shop and enjoyed those more. Alas!"
Pliny The Younger,5,"Appearance - The beer poured a clear golden color with visible carbonation and a white head.

Smell - The earthy pine notes were strong in the nose. By way of comparison, it smelled like in the amped up version of Elder.

Taste - Having sampled Pliny the elder first, I will use it as a means of comparison. Younger seemed like an amped up version of Elder. The green grass and hops was next level. The pine notes left a little room for sweetness, but there was somewhat of a backbone. The pain notes lingered in the finish.

Mouthfeel - The beer had the body of an imperial, with carbonation scrubbing away the sweetness and allowing the bitterness to linger.

Overall - Hype-worthy. Glad I got to try some, thanks @bret27"
Pliny The Younger,4.55,"There's a reason it's rated as high as it is. PTY has loads of citrus aroma and flavor, but at 10.25% it's as smooth as they some."
Pliny The Younger,4.71,"Look - golden mostly clear with a nice white head and rimming
Smell - citrus tangerine slight pine
Taste - bitter citrus slight creamy a little caramel
Feel - full body with lighter carb
Overall - fantastic straight west coast"
Pliny The Younger,4.87,"Welp, it’s been about 18 years or so on the hunt for this elusive brew. Ever since finding craft beer through Sam Adams in the early college days of the mid-2000s, this has been the ultimate Sasquatch beer. Spent most of my years on the east coast and college in Arizona but never took the trip to Northern California. Then finally, living in San Diego, they decide to send more kegs for 2022. Incredible find through a random Google search. Turns out the owner of Fathom Bistro & Bar knows Vinnie. I figured it would be similar to the best beers from HF/TH/Trillium but it’s so different. It’s the perfect West Coast hoppy beer but amplified. Super resinous, dry, and dank. Amazing finish. Feel and body are so smooth. Flavor is obviously off the charts. This is worth the hype!!!"
Pliny The Younger,5,Blind Donkey
Pliny The Younger,4.54,"The other reviewers pretty much hit everything I have to say about this beer, except that you will get very, very drunk if you have more than three or four ;). *This is a biased review. I'm from the area and went to SRJC. No matter, this is one of the best beers you can buy in the world."
Festina Pêche,3.83,"It is pretty cool to see tiny peach chunks floating around. The smell is not as good as it could be. It's a subtle peach smell slightly overpowered by the sour. The taste of this beer is excellent though. If you love peach with a sour afternoon, this is the beer for you. This beer is so refreshing on a hot day and so crushable. The low abv and flavor make this an excellent light choice for the summer."
Festina Pêche,3.54,"This beer pours a cloudy apricot color with a moderate white head. There is a strong, pleasant smell of pineapple. The taste is bitter and tangy. The most notable flavor is lemon, but its overpowered by an artificial sweetener."
Festina Pêche,3.81,"Poured from a 12 oz bottle into a Dogfish Head tulip

L: Clear light golden pour with 2 fingers of fizzy white head. Falls fast... minimal lacing.

S: Tart and fruity. Peach and light citrus.

T.F: Peach/apricot up front. Fruit... lemon citrus and crackery grains. Modest tartness... not really sour. Light bodied and well carbonated. Lingering peach preserves at the finish.

O: A nice tart peach forward Weisse. Easy drinking... and with the low ABV super drinkable."
Festina Pêche,3.65,"12 ounce can poured into a willi becher.

Nice peach aroma. Peach flavor is good to but more subtle. Light and refreshing, not too tart, a touch watery."
Festina Pêche,3.87,"Pours orange with a 1 inch white head. Moderate lacing. Hazy.

Aroma is dank. Peaches, tangerine. Not much else.

Taste is sour. Wheat, tart peach, tart apple. Mouth puckering.

Light bodied, light carbonation. Dry, tart finish.

A nice tart beer. Thirst quenching."
Festina Pêche,3.66,"12oz can from the variety pack, about 2 months old

Unfiltered, no foam at first, but a big head that sticks around after an aggressive pour; looks like apple cider otherwise. Not too sweet, not too sour... tart. Light. Not much to speak of, grain and sour peaches. Smells like a corona with too much lime.

The ""Neo-Berliner Weiss"" tag is bizarre - I'll call it ""Sour Light"""
Festina Pêche,3.93,"Bottled 5/19/18

Pours a pale golden straw with a finger of quickly fading white head

The aroma has a strong note of lemon sourness with light malts to back it up, not much peach at all

The front of the sip is tart and a little malty, and it turns into a more subtle, dry peach with a doughy aftertaste. A great balance here, though I was expecting a bit more on the peach front

Highly carbonated and easy drinking, a very light refreshing finish

This is an all around great beer, despite the only slight hint of peach flavor, which could be chalked up to freshness, it's just over 17 months old so it may have lost a bit of flavor, and I'd love to try it fresh"
Festina Pêche,3.68,Glad I tried it. Pretty decent and I liked it well enough that I bought more.
Festina Pêche,3.85,"I had a full draft pint at the brewpub in Rehobeth on my birthday in 2017. It was sour, which I usually don't like, but it was tasty nonetheless on a warm day. I have liked other peach beers in the past. Enjoyed the brewpub, but it was very crowded in early August and we had to wait for a table."
Festina Pêche,4.18,"Clear pale yellow hue.

White head; no lace.

Sweet peach nose.

Thin mouthfeel.

Sweet effervescent peach delight. Great summer delight-almost like champagne."
Festina Pêche,4.57,One of my favorite tart ales the peach gives just enough sweet to balance. Aftertaste has a hint of fresh peach nothing artificial or cloying.
Festina Pêche,4.28,"Poured aggresively into a Mason Jar :D Beautiful thick white head dissapates resonably quick to reveal a thin lacing of white atop a pale straw ambrosia :) now the fun begins.... Aromas of sour dough, ripe peaches and Musk give way to a paletable sour! This is one of the easier drinking sours ( i would reconmend it to anyone unsure about the style). Very refreshing sour and a light finish that leaves you wanting more :) A darn fine brew indeed!"
Festina Pêche,3.5,Just not a fan of this type of beer
Festina Pêche,4.87,This Neo-Berliner Weisse that is fermented with peaches is by far one of my all time favorites. A pale gold appearance with a nice white head. The Aroma makes me think of a peach orchid with a hint of lemon. The balance between fruit and crisp style with a bit of a sourness is refreshing . The mouthfeel is clean with a great finish. Summertime however can see this beer go down faster than normal.
Festina Pêche,4.06,"This is the rare beer that I actually prefer to drink directly from the bottle. For whatever reason, the peche / peach pops more that way. Drank it that way at a tailgate that was lacking glassware once, and now it 's my preferred modus drinkerus for this beer."
Red Poppy Ale,4.18,"Red Poppy pours a vibrant ruddy brown color with a massive tan head that dissipates quickly and unevenly, producing a short-lived rocky effect that’s quite pretty while it lasts before leaving a film-like cap, a thick crown and some spotty strands of lacing.

It has a nice aroma of vinegar and cherry with both leather and some slightly creamy notes behind.

That great vinegary Flanders quality continues to the taste, with the edges nicely rounded by the fruit and perhaps by age. There’s a definite red wine element to it also, which provides some depth I enjoy. The taste closes with a fairly tart, drying finish that lets just a little of the cherry juice linger.

The feel’s medium bodied and soft with soft carbonation.

This is a really well-made beer. The cherry doesn’t pop as much as, say, Alexander, but it’s a pleasant undercurrent throughout and counteracts the acidity. Can’t really say what the poppy seeds added, but they certainly don’t detract from the beer in any way.

I couldn’t find a clear bottling date anywhere on here, but there’s a raised, unobtrusive “19” on the glass, making me think that’s when the bottle and/or beer was made."
Red Poppy Ale,2.73,"Purchased in November 2021 from HopHeads in Altona, on the outer western edge of Melbourne, in Australia. Drunk in July 2022.

Pours a bright burgundy colour. There's no evident carbonation and no head.

The nose is strongly sour cherry and balsamic vinegar. There are hints of vanilla. The aroma already has my mouth watering, but it's already presenting as something that's going to be overwhelmingly sour and acidic. I'm not sure I'm looking forward to it...

The taste, oh my, the taste. It's bracing. It's like the first time I had a Warhead lolly, with an immediate reaction of ""wow, that's sour"". In fact, it's extremely sour, like a mouthful of sour (Morello) cherries. There's also a sharp, dry kick at the end. As it warms it mellows slightly but develops tannic notes and grape or cherry skin highlights, to the point it begins to resemble a red wine, but with a residual vinegar aftertaste.

The mouthfeel is sharp, and it's almost stinging on the way down. Not terribly enjoyable for mine.

Overall this is too sour and then too much like I'm drinking a glass of red wine. I've read a number of reviews and none seem to mirror the harshness of my experience with the beer, which was not an enjoyable one. Maybe I had a bad bottle or it had been treated poorly before reaching me? Not sure, but I can only go on my evidence.

Cheers!"
Red Poppy Ale,3.85,"2022-05-08
Skinny can served in a little glass.

Pours dark purple-red. Small head, lots of carbonation. Smell is moderate wood, a little cherry skin.

Taste is tart, cherry, tannic. Some fruit skin bitterness.

Mouthfeel is light. Overall, pretty good."
Red Poppy Ale,4.43,"Pours a ruddy amber auburn. Light aroma, with a faint cherry tinge. Lightly tart, sharply effervescent, completely delicious.
Tried this with at least a year and change on it, possibly a lot longer. Held up well."
Red Poppy Ale,4.6,"Not able to try Lost Abbey often, but this was gifted me in a recent Can-Cans BIF so I got to try it.
Mixed reaction, glad to be drinking it, bummed I can't go to the store and buy any around here.
But that's not a review-
Poured from 12 oz ""stovepipe"" can into a stemless teku glass. Color brown, like a strongly brewed iced tea, but the tan head that quickly builds and faded to mere lacing assures me this isn't tea.
The aroma is definitely cherry forward, but backed by malts of unknown origin. Unexpected but very pleasant.
Taste leaves everything I experienced with this beer in the rear view. Tart cherries strongly edge a malty base and combine in a way I've never experienced in a sour before. Really something. And really good!
Feel is tingly, but not from carbonation. crisp and smooth, how that's simultaneously done I may never know.
Good beer. Bummed its only 12 oz now."
Red Poppy Ale,4.19,"375ml bottle into a tulip. No freshness dating could be found.

Looks very good in the glass. Dull mauve body with a generous pink tinged head. This shrinks to a collar and covering leaving scattered lacing.

Aroma of sour cherries.

This first mouthful is a bit vinegary. Then the palate adjusts and the beer has a delightful sour, tart, cherry flavor with some sweetness pushing through, and even a little vanilla. Even the vinegar blends well. Very smooth as well.

Mouth medium, finish sour tart cherry.

Overall, really enjoyed this one. A lot going on, and very well balanced."
Red Poppy Ale,4.75,12.7 fluid ounce bottle copped from Bottle King in Livingston. Tremendous pour commanding respect with a full five-finger head. Intense aroma laden with strong nuances of brettanomyces and yeast. Assertive flavor present with powerful notes of sour apple and cider. Excellent rendition of a very pleasing style.
Red Poppy Ale,4.59,"Poured into an arome glass from bottle.
Look: Dark reddish/brown with evidence of a highly carbonated beverage from the second it was poured out of the bottle. Scant tan head.
Smell: This is a great smelling beer with tons of cherry aroma with a hint of oak.
Taste: Almost tastes like a cherry soda. This beer is reminiscent of several lambic beers that I have sampled in the past. Mild aftertaste not uncommon in barrel-aged beers that takes some getting used to.
Mouthfeel: Tons of carbonation. As effervescent as a glass of champagne.
Overall: Lost Abbey rarely disappoints, and this is yet another very interesting and impressive beer from them."
Red Poppy Ale,4.12,#NAME?
Red Poppy Ale,4.67,"12.7oz bottle

Pours ruby red with a dense creamy khaki colored foam head. Smells like fresh dark cherries, dusty leathery barnyard funk, horse blanket, poppy seeds, hay, sweet spice, toasty bready caramel malts, toffee, molasses, hints of vanilla, chocolate, oak barrel, slight acetic vinegary red wine, tart red fruit, berry, with floral earthy grassy hops. Tastes like fresh sour dark cherries, dark fruit, dusty leathery barnyard funk, horse blanket, sweet spice, hay, poppy seeds, toasty bready caramel malts, some toffee, molasses, hint of vanilla, mild chocolate, oak barrel, slightly acetic red wine, tart red fruits, berry, cranberry skin, with floral earthy grassy hops. Feels medium bodied, creamy with moderate smooth carbonation. Overall a really nice barrel-aged sour ale with cherries and poppy seeds."
Red Poppy Ale,4.35,"In review is a 2015 vintage.

A - Vibrant, clear amber cherry red color with frothy and creamy pink/tan head and lacing. Carbonation is nice and steady.

S - Tart, funky, tangy cherry dominates the nose with delicate oak.

T - Cherries from start to finish - tart, funk, cherry tang, a slight hit of twangy acidity, borderline puckering, and finishes with a lingering puckering tart cherry.

M - Thick and bone dry on the back of the tongue while the rest of the mouth salivates profusely.

O - The style is hit or miss with me but this is impressive, especially being (5) years old. The bottle is only 325 mls and no way I could finish this on my own (which is why I'm splitting it with my wife). Make sure you have some Pepcid on hand. ;o)"
Red Poppy Ale,4.25,On tap at the Archives
